X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.2048287845704,39.9670037210988,1710,126510010,7750,3368,BELMONT ELEMENTARY CHARTER,BELMONT CHARTER SCHOOL,4030 BROWN ST,19104,(215) 823-8208,,ELEMENTARY/MIDDLE/HIGH,K-12,948,2,CHARTER
-75.2333709921524,39.9517572140801,1711,185515523,7981,3388,BOYS LATIN OF PHILADELPHIA CHARTER,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,5501 CEDAR AVE,19143,(215) 387-5149,,HIGH SCHOOL,9-12,754,2,CHARTER
-75.1776579994501,39.9781339996112,1712,,,2310,ACHIEVE ACADEMY,"ACHIEVE ACADEMY
",1435 N 26TH ST,19121,(215) 684-5080,,MIDDLE/HIGH,6-12,63,1,CONTRACTED
-75.126608154384,40.0152398523788,1713,,8120,3820,ACHIEVE ACADEMY EAST,ACHIEVE ACADEMY EAST,4224 N FRONT ST,19140,(267) 335-4764,,MIDDLE/HIGH,6-12,62,1,CONTRACTED
-75.1585529263673,39.9385799467192,1714,126513160,7575,3306,CHRISTOPHER COLUMBUS CHARTER,CHRISTOPHER COLUMBUS CHARTER SCHOOL,916 CHRISTIAN ST,19147,(215) 925-7400,,ELEMENTARY SCHOOL,K-4,842,2,CHARTER
-75.1066906108873,40.0046628493843,1715,126512840,7510,3301,COMMUNITY ACADEMY OF PHILADELPHIA,COMMUNITY ACADEMY OF PHILADELPHIA CHARTER SCHOOL,1100 E ERIE AVE,19124,(215) 533-6700,,ELEMENTARY/MIDDLE/HIGH,K-12,1242,2,CHARTER
-75.1261833978555,40.0152262848014,1716,,,3190,CROSSROADS @ HUNTING PARK,CROSSROADS AT HUNTING PARK,4224 N FRONT ST,19140,(215) 400-9060,,ELEMENTARY SCHOOL,3-6,32,1,DISTRICT
-75.2105231404679,39.9694040511869,1717,,,8690,CROSSROADS ACCELERATED ACADEMY,CROSSROADS ACCELERATED ACADEMY,4300 WESTMINSTER AVE,19104,(215) 400-9070,,MIDDLE/HIGH,7-10,61,1,DISTRICT
-75.1219290034388,40.0466708333372,1718,126513100,7564,3307,DE HOSTOS CHARTER SCHOOL,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,6301 N 2ND ST,19120,(215) 455-2300,,ELEMENTARY/MIDDLE,K-8,631,2,CHARTER
-75.2140545615316,39.9773479800017,1719,126510011,7775,3372,DISCOVERY CHARTER SCHOOL,DISCOVERY CHARTER SCHOOL,4700 PARKSIDE AVE,19131,(215) 879-8182,,ELEMENTARY/MIDDLE,K-8,621,2,CHARTER
-75.1695746497401,39.9845943708891,1720,126518547,8150,3412,DOUGLASS MASTERY CHARTER,MASTERY CHARTER SCHOOL AT DOUGLASS,2118 W NORRIS ST,19121,(215) 684-5063,,ELEMENTARY/MIDDLE,K-8,524,2,CHARTER
-75.1012718192919,39.9984198313759,1721,,,3510,EL CENTRO DE ESTUDIANTES,EL CENTRO DE ESTUDIANTES (BIG PICTURE),3360 FRANKFORD AVE,19134,(267) 687-1172,,HIGH SCHOOL,9-12,121,1,CONTRACTED
-75.13265046548,40.0149395009862,1722,126513440,7665,3333,ESPERANZA ACADEMY CHARTER,ESPERANZA ACADEMY CHARTER SCHOOL,301 W HUNTING PARK AVE,19140,(215) 457-3667,,HIGH SCHOOL,9-12,1643,2,CHARTER
-75.1776579994501,39.9781339996112,1723,,,8080,EXCEL ACADEMY NORTH,EXCEL ACADEMY NORTH,1435 N 26TH ST,19121,(215) 684-5080,,HIGH SCHOOL,9-12,161,1,CONTRACTED
-75.0656354740409,40.0073740310489,1724,126510014,7777,3366,MARITIME ACADEMY CHARTER,MARITIME ACADEMY CHARTER SCHOOL (MACS),2275 BRIDGE ST,19137,(215) 535-4555,,ELEMENTARY/MIDDLE/HIGH,K-8,836,2,CHARTER
-75.0451453469234,40.0178996506002,1725,126513117,,3440,MAST COMMUNITY CHARTER II,MAST COMMUNITY CHARTER SCHOOL II,6501 NEW STATE RD,19135,(267) 526-0005,,ELEMENTARY/MIDDLE/HIGH,3-12,1880,2,CHARTER
-75.1587214712667,40.0109322275517,1726,126519644,8259,3420,MASTERY CHARTER @ CLEVELAND,MASTERY CHARTER SCHOOL AT CLEVELAND,3701 N 19TH ST,19140,(215) 227-5042,,ELEMENTARY/MIDDLE,K-8,742,2,CHARTER
-75.1506431658866,39.9957945910023,1727,126511748,8208,3415,MASTERY CHARTER @ CLYMER,MASTERY CHARTER SCHOOL AT CLYMER,1201 W RUSH ST,19133,(215) 223-2243,,ELEMENTARY SCHOOL,K-6,422,2,CHARTER
-75.1560932326435,40.0142103099922,1728,126513734,8207,3416,MASTERY CHARTER @ GRATZ HIGH,MASTERY CHARTER SCHOOL AT GRATZ,1798 W HUNTING PARK AVE,19140,(215) 227-4408,,MIDDLE/HIGH,7-12,1041,2,CHARTER
-75.186656859591,39.9284535503733,1729,126512960,7540,3313,PREPARATORY CHARTER SCHOOL,"PREPARATORY CHARTER SCHOOL OF MATHEMATICS, SCIENCE, TECHNOLOGY AND CAREERS",1928 POINT BREEZE AVE,19145,(215) 334-6144,,HIGH SCHOOL,9-12,591,2,CHARTER
-75.218648013236,39.9283012471819,1730,126510008,7684,3359,RICHARD ALLEN PREPARATORY,RICHARD ALLEN PREPARATORY CHARTER SCHOOL,2601 S 58TH ST,19143,(215) 878-5144,,MIDDLE SCHOOL,5-8,314,2,CHARTER
-75.1715506394187,39.9559492195122,1731,126510001,7677,3360,RUSSELL BYERS CHARTER SCHOOL,RUSSELL BYERS CHARTER SCHOOL,1911 ARCH ST,19103,(215) 972-1700,,ELEMENTARY/MIDDLE,K-8,697,2,CHARTER
-75.1286410006265,39.9870820002733,1732,114514135,8083,3399,SANKOFA FREEDOM ACADEMY,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,2501 KENSINGTON AVE,19125,(215) 288-2001,,ELEMENTARY/MIDDLE/HIGH,K-12,674,2,CHARTER
-75.1684471170391,39.923729452171,1733,126515001,,3880,SOUTH PHILADELPHIA HIGH SCHOOL EOP,SOUTH PHILADELPHIA HIGH SCHOOL EOP,2101 S BROAD ST,19148,(215) 400-8400,,HIGH SCHOOL,9-12,83,1,DISTRICT
-75.2426000000765,39.9180989995394,1734,108515107,7960,3392,SOUTHWEST LEADERSHIP ACADEMY,SOUTHWEST LEADERSHIP ACADEMY CHARTER SCHOOL,7101 PASCHALL AVE,19142,(215) 729-1939,,ELEMENTARY/MIDDLE,K-8,647,2,CHARTER
-75.0662062296681,40.0670418633502,1735,192518422,8126,3404,TACONY ACADEMY CHARTER SCHOOL,TACONY ACADEMY CHARTER SCHOOL,1330 RHAWN ST,19111,(215) 742-5100,,ELEMENTARY/MIDDLE/HIGH,K-8,1084,2,CHARTER
-75.1556690000409,39.986869000552,1736,126511530,,3441,TECH FREIRE CHARTER SCHOOL,TECH FREIRE CHARTER SCHOOL,2221 N BROAD ST,19132,(267) 507-1111,,HIGH SCHOOL,9-12,534,2,CHARTER
-75.197671839423,39.9351772246149,1737,126512674,3617,3424,UNIVERSAL ALCORN CHARTER,UNIVERSAL CHARTER SCHOOL AT ALCORN,3200 DICKINSON ST,19146,(215) 952-6219,,ELEMENTARY/MIDDLE,K-8,462,2,CHARTER
-75.1985900006054,39.9337369996213,1738,126519434,8195,3417,UNIVERSAL AUDENRIED CHARTER,UNIVERSAL CHARTER SCHOOL AT AUDENRIED,3301 TASKER ST,19145,(215) 952-4801,,HIGH SCHOOL,9-12,587,2,CHARTER
-75.2360200003693,39.9737390002601,1739,168513758,8145,3410,GUION S BLUFORD ELEMENTARY SCHOOL,GUION S BLUFORD ELEMENTARY SCHOOL,5720 MEDIA ST,19131,(215) 400-9170,,ELEMENTARY/MIDDLE,K-8,477,1,DISTRICT
-75.1051721929566,40.0343720781628,1740,126517442,8251,3421,UNIVERSAL CREIGHTON CHARTER,UNIVERSAL CHARTER SCHOOL AT CREIGHTON,5401 TABOR AVE,19120,(215) 537-2531,,ELEMENTARY/MIDDLE,K-8,664,2,CHARTER
-75.1676904813717,39.9408997340373,1741,126513210,7580,3326,UNIVERSAL INSTITUTE,UNIVERSAL INSTITUTE CHARTER SCHOOL,801 S 15TH ST,19146,(215) 732-2876,,ELEMENTARY/MIDDLE,K-8,599,2,CHARTER
-75.1836319139637,39.9284985133598,1742,126513415,8196,3418,UNIVERSAL VARE CHARTER SCHOOL,UNIVERSAL CHARTER SCHOOL AT VARE,1901 S 23RD ST,19145,(215) 952-8611,,MIDDLE SCHOOL,5-8,127,2,CHARTER
-75.1634134086327,40.0595120027579,1743,126513020,7548,3314,WEST OAK LANE CHARTER SCHOOL,WEST OAK LANE CHARTER SCHOOL,7115 STENTON AVE,19138,(215) 927-7995,,ELEMENTARY/MIDDLE,K-8,970,2,CHARTER
-75.2541110000342,39.9706669997453,1744,126510006,7722,3357,WEST PHILADELPHIA ACHIEVEMENT,WEST PHILADELPHIA ACHIEVEMENT CHARTER SCHOOL,6701 CALLOWHILL ST,19151,(215) 476-6471,,ELEMENTARY SCHOOL,K-5,653,2,CHARTER
-75.1725947322583,40.0156328885105,1745,126510007,7724,3362,WISSAHICKON CHARTER SCHOOL,WISSAHICKON CHARTER SCHOOL,4700 WISSAHICKON AVE,19144,(267) 338-1020,,ELEMENTARY/MIDDLE,K-8,988,2,CHARTER
-75.0399878833954,40.0435501586461,1746,126515001,8493,"8130
","NORTHEAST COMMUNITY PROPEL ACADEMY
",NORTHEAST COMMUNITY PROPEL ACADEMY,7500 ROWLAND AVE,19136,(215) 400-8350,,ELEMENTARY/MIDDLE,K-8,1789,1,DISTRICT
-75.1762324428352,39.921060354045,1747,,,,ST MONICA SCHOOL (JUNIOR SCHOOL),ST MONICA JUNIOR SCHOOL,1720 RITNER ST,19145,(215) 334-6001,,ELEMENTARY SCHOOL,K-4,,3,ARCHDIOCESE
-75.1596612825676,39.9501347321367,1748,326514392,,,K012 KIDS SCHOOL,K012 KIDS SCHOOL,1112 CHESTNUT ST,19107,(215) 545-2930,,PRE-K/ELEMENTARY,PREK-3,,3,PRIVATE
-75.2147459891865,40.000043845533,1749,326512996,,,NEW OAKS ACADEMY,NEW OAKS ACADEMY,4200 MONUMENT ST,19131,(215) 581- 3879,,UNGRADED,5-12,,3,PRIVATE
-75.1859205459487,40.001713596783,1750,300515320,,,PRODIGY LEARNING CENTERS,PRODIGY LEARNING CENTERS,3345 W HUNTING PARK AVE,19132,(215) 228-7678,,PRE-K/ELEMENTARY,PREK-5,,3,PRIVATE
-75.1398779749025,40.0410051080676,1751,226515695,,,SAINTS TABERNACLE DAY SCHOOL,SAINTS TABERNACLE DAY SCHOOL,5800 N MARVINE ST,19141,(215) 548-6011 ,,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE
-75.0973949038773,40.0483818096593,1752,,,,"MATHEMATICS, SCIENCE AND TECHNOLOGY COMMUNITY CHARTER SCHOOL II",MAST COMMUNITY CHARTER SCHOOL II (LAWNCREST CAMPUS),6238 RISING SUN AVE,19111,(215) 398-7960,,ELEMENTARY SCHOOL,K-2,,2,CHARTER
-75.1708049757271,39.9177169509364,1753,326517070,,,CHILDREN'S HOUSE OF PHILADELPHIA,CHILDREN'S HOUSE OF PHILADELPHIA,2611 S BROAD ST,19148,(215) 570-0757,,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE
-75.2249464308887,39.9476146019146,1754,326517668,,,HYACINTH MONTESSORI,HYACINTH MONTESSORI,5050 BALTIMORE AVE,19143,(267) 209-0869,,ELEMENTARY SCHOOL,K-6,,3,PRIVATE
-75.1441711016274,39.9727832284268,1755,326511965,,,LITTLE CITY MONTESSORI,LITTLE CITY MONTESSORI,1401 N 5TH ST,19122,(215) 764-0633,,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE
-75.2447694751093,39.9681674960087,1756,,,,,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,344 N FELTON ST,19139,(215) 387-5149,,MIDDLE SCHOOL,6-8,,2,CHARTER
-75.1341864251952,40.0157891006335,1757,,,,,ESPERANZA ACADEMY CHARTER SCHOOL,4261 N 5TH ST,19140,(267) 270-4044,,MIDDLE SCHOOL,6-8,,2,CHARTER
-75.1316352734529,39.9983330662341,1758,,,,,ESPERANZA ACADEMY CHARTER SCHOOL,3150 N MASCHER ST,19140,(215) 999-0203,,ELEMENTARY SCHOOL,K-5,,2,CHARTER
-75.1626529723063,39.9609119305578,1759,,,,RE-ENGAGEMENT CENTER,RE-ENGAGEMENT CENTER,440 N BROAD ST,19130,(215) 400-6700,,HIGH SCHOOL,9-12,1,1,DISTRICT
-75.1626440495439,39.961021589463,1760,,,,STUDENT TRANSITION CENTER,STUDENT TRANSITION CENTER,440 N BROAD ST,19130,,,ELEMENTARY/MIDDLE/HIGH,1-12,46,1,DISTRICT
-75.2122480078701,39.9750195729196,1761,,,,BELMONT CHARTER HIGH SCHOOL,BELMONT CHARTER HIGH SCHOOL,1301 BELMONT AVE,19104,(215) 877-1286,,HIGH SCHOOL,9-12,,2,CHARTER
-75.1689518740272,40.0059333811534,1762,,,,KIPP PHILADELPHIA ELEMENTARY ACADEMY,KIPP PHILADELPHIA ELEMENTARY ACADEMY,2409 W WESTMORELAND ST,19140,(267) 687-7283,,ELEMENTARY,K-4,,2,CHARTER
-75.1735932394434,40.0024488725986,1763,,,,KIPP PHILADELPHIA PREPARATORY ACADEMY,KIPP PHILADELPHIA PREPARATORY ACADEMY,2600 W CLEARFIELD ST,19132,(215) 227-1728,,MIDDLE SCHOOL,5-8,,2,CHARTER
-75.2426428920881,39.9444755217986,1764,,,,KIPP WEST PHILADELPHIA PREPARATORY,KIPP WEST PHILADELPHIA PREPARATORY CHARTER SCHOOL,5900 BALTIMORE AVE,19143,(215) 294-2973,,MIDDLE SCHOOL,5-8,,2,CHARTER
-75.1789220792529,40.0312580899504,1765,,,,ANTHONY WAYNE ACADEMY,ANTHONY WAYNE ACADEMY,5538 WAYNE AVE,19144,(267) 297-7782,,MIDDLE/HIGH,6-12,,3,PRIVATE
-75.1760167952789,39.9557540025218,1766,300513960,,,GREENE TOWNE SCHOOL INC,GREENE TOWNE SCHOOL INC.,55 N 22ND ST,19103,(215) 563-6368,,ELEMENTARY SCHOOL,PREK-3,,3,PRIVATE
-75.1800853227342,40.0417176243107,1767,,,,POINCIANA MONTESSORI,POINCIANA MONTESSORI,6144 GERMANTOWN AVE,19144,(215) 975-0015,,ELEMENTARY SCHOOL,K-4,,3,PRIVATE
-75.1841850301017,40.0067277092031,1768,,,,SMART CENTER ACADEMY,SMART CENTER ACADEMY,3301 W WESTMORELAND ST,19129,(610) 742-2804,,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE
-75.243101343437,39.988397971559,1769,,,,YESHIVA KETANA OF PHILADELPHIA,YESHIVA KETANA OF PHILADELPHIA,5900 DREXEL RD,19131,(610) 756-8367,,ELEMENTARY SCHOOL,K-3,,3,PRIVATE
-75.1276347113583,39.9727583241561,1770,126515001,6823,5430,(TEMPORARY) AMY 5 AT JAMES MARTIN,(TEMPORARY) ALTERNATIVE MIDDLE YEARS AT JAMES MARTIN ,600 E THOMPSON ST,19125,(215) 400-7190,,MIDDLE SCHOOL,6-8,185,1,DISTRICT
